origin,first city,second city,third city,fourth city,distance,political,points,probabilityDistribution
Kuala Lumpur,Seoul,Moscow,Canberra,ShangHai,33639.13033335291
Kuala Lumpur,Seoul,Canberra,Moscow,ShangHai,34329.68783071289
Kuala Lumpur,Paris,Tokyo,Moscow,ShangHai,34440.47267185975
Kuala Lumpur,Tokyo,Canberra,Moscow,ShangHai,34576.09363740167
Kuala Lumpur,Moscow,Tokyo,Paris,ShangHai,34587.9081482139
Kuala Lumpur,Canberra,Moscow,Jakarta,ShangHai,34754.57121726603
Kuala Lumpur,Canberra,Paris,Tokyo,ShangHai,34922.60792348658
Kuala Lumpur,Tokyo,Moscow,Canberra,ShangHai,35228.14798266426
Kuala Lumpur,Paris,Canberra,ShangHai, ,35282.171573481304
Kuala Lumpur,Paris,Moscow,Canberra,ShangHai,35330.432275273335
Kuala Lumpur,Paris,Jakarta,Canberra,ShangHai,35338.101256308786
Kuala Lumpur,Moscow,Paris,Canberra,ShangHai,35470.55126832357
Kuala Lumpur,Paris,Seoul,Canberra,ShangHai,35746.459143083775
Kuala Lumpur,Paris,Tokyo,Canberra,ShangHai,36030.609266053805
Kuala Lumpur,Paris,Canberra,Seoul,ShangHai,36625.93113874941
Kuala Lumpur,Paris,Canberra,Tokyo,ShangHai,37057.14574890574
Kuala Lumpur,Paris,Canberra,Jakarta,ShangHai,37176.931414044724
Kuala Lumpur,Jakarta,Paris,Canberra,ShangHai,37623.38314842644
Kuala Lumpur,Paris,Jakarta,Moscow,ShangHai,38130.86628927448
Kuala Lumpur,Moscow,Jakarta,Paris,ShangHai,38278.301765628625
Kuala Lumpur,Seoul,Paris,Canberra,ShangHai,38437.16223552768
Kuala Lumpur,Seoul,Canberra,Paris,ShangHai,39213.02674025918
Kuala Lumpur,Tokyo,Canberra,Paris,ShangHai,39459.43254694795
Kuala Lumpur,Canberra,Paris,Jakarta,ShangHai,39466.60507052498
Kuala Lumpur,Tokyo,Paris,Canberra,ShangHai,39898.87198118354
Kuala Lumpur,Paris,Canberra,Moscow,ShangHai,48641.937249099516
Kuala Lumpur,Moscow,Canberra,Paris,ShangHai,48789.372725453664
